age,gender,city_tier,marital_status,dependents,education,occupation,years_experience,employer_type,job_switches,monthly_salary,monthly_expenses,disposable_income,income_volatility,savings_balance,existing_investments,bank_relationship_years,credit_score,credit_history_length_years,num_credit_cards,total_credit_limit,credit_card_outstanding,credit_utilization_ratio,existing_loans_count,existing_emi,past_defaults,late_payments_last_12m,loan_purpose,requested_loan_amount,loan_tenure_months,interest_rate_pct,emi,collateral_available,co_applicant,emi_to_income_ratio,loan_to_income_ratio,total_debt_to_income_ratio,expense_to_income_ratio,disposable_income_after_loan,savings_to_loan_ratio,debt_burden_score,delinquency_score,income_stability_score,employment_tenure_ratio,credit_maturity_score,loan_amount_to_salary_multiple,has_collateral_flag,has_co_applicant_flag,default
60,Male,Tier-3,Married,1,Diploma,Self-Employed - Business,37,Self-Employed,11,51800.0,20200.0,31600.0,0.401,804000.0,342200.0,38,747,38,5,472000.0,168000.0,0.356,2,8000.0,2,1,Personal,174000.0,24,13.56,8318.0,1,1,0.315,0.28,0.412,0.39,15282.0,4.621,0.344,5,0.759,3.36,0.946,3.4,1,1,0
41,Male,Tier-2,Married,0,Bachelor's,Self-Employed - Business,18,Self-Employed,3,29500.0,10500.0,19000.0,0.428,189500.0,87600.0,19,660,18,1,65000.0,36100.0,0.555,1,2900.0,1,0,Vehicle,309000.0,36,9.81,9943.0,1,0,0.435,0.873,0.472,0.356,6157.0,0.613,0.424,2,0.711,6.0,0.761,10.5,1,0,0
60,Male,Tier-1,Married,2,PhD/Professional,Self-Employed - Business,38,Self-Employed,11,119300.0,58100.0,61200.0,0.424,2144200.0,505800.0,38,609,38,3,235000.0,125700.0,0.535,0,0.0,0,0,Home,4348000.0,120,10.48,58621.0,1,0,0.491,3.037,0.523,0.487,2579.0,0.493,0.406,0,0.746,3.45,0.946,36.4,1,0,0
24,Male,Tier-2,Single,1,Bachelor's,Self-Employed - Professional,4,Self-Employed,1,65600.0,36900.0,28700.0,0.423,117600.0,13800.0,6,567,6,5,113000.0,67700.0,0.599,0,0.0,1,0,Home,2806000.0,300,10.11,25716.0,1,0,0.392,3.565,0.423,0.562,2984.0,0.042,0.376,2,0.441,4.0,0.503,42.8,1,0,1
31,Male,Tier-1,Married,1,Bachelor's,Salaried - PSU,11,SME,3,53200.0,16100.0,37100.0,0.106,322800.0,109200.0,10,581,10,4,224000.0,86500.0,0.386,2,10200.0,1,1,Personal,140000.0,36,14.35,4809.0,1,0,0.282,0.219,0.331,0.303,22091.0,2.306,0.337,3,0.749,3.67,0.619,2.6,1,0,0
36,Female,Tier-3,Married,1,Bachelor's,Self-Employed - Professional,16,Self-Employed,3,43800.0,16500.0,27300.0,0.224,763900.0,407900.0,15,611,14,1,47000.0,21300.0,0.453,0,0.0,0,1,Personal,184000.0,24,13.91,8827.0,1,1,0.202,0.35,0.216,0.377,18473.0,4.152,0.237,1,0.778,5.33,0.7,4.2,1,1,0
33,Female,Tier-1,Married,2,Bachelor's,Salaried - Government,12,Government,4,37700.0,20800.0,16900.0,0.074,405200.0,196700.0,11,630,10,2,53000.0,21800.0,0.411,1,3000.0,1,1,Vehicle,361000.0,48,10.57,9255.0,1,0,0.325,0.798,0.342,0.552,4645.0,1.122,0.326,3,0.788,3.0,0.619,9.6,1,0,0
32,Female,Tier-3,Divorced,0,Bachelor's,Salaried - Government,12,Government,3,35300.0,13500.0,21800.0,0.1,470800.0,20000.0,10,632,9,6,336000.0,126500.0,0.376,1,2900.0,0,2,Home,905000.0,180,9.75,9587.0,1,0,0.354,2.136,0.461,0.382,9313.0,0.52,0.33,2,0.765,4.0,0.595,25.6,1,0,0
42,Male,Tier-2,Married,0,Bachelor's,Gig/Freelance,17,Not Applicable,5,28600.0,8400.0,20200.0,0.611,255100.0,116100.0,21,552,20,3,197000.0,143600.0,0.729,1,1400.0,0,3,Home,1191000.0,240,9.99,11486.0,1,1,0.451,3.47,0.601,0.294,7314.0,0.214,0.484,3,0.596,3.4,0.786,41.6,1,1,0
48,Male,Tier-3,Married,0,Bachelor's,Salaried - Private,28,MNC,7,34000.0,14300.0,19700.0,0.135,762400.0,244100.0,24,665,22,3,183000.0,92500.0,0.505,1,1700.0,0,1,Personal,150000.0,12,13.76,13451.0,0,0,0.446,0.368,0.527,0.421,4549.0,5.083,0.414,1,0.919,4.0,0.81,4.4,0,0,0
34,Other,Tier-1,Married,0,Master's,Salaried - Private,13,SME,2,42000.0,12900.0,29100.0,0.124,610000.0,301300.0,15,577,15,3,126000.0,63000.0,0.5,2,6400.0,0,1,Personal,188000.0,36,14.65,6485.0,0,0,0.307,0.373,0.352,0.307,16215.0,3.245,0.384,1,0.801,6.5,0.716,4.5,0,0,0
34,Female,Tier-2,Single,0,Bachelor's,Salaried - Government,13,Government,3,40500.0,16200.0,24300.0,0.02,276800.0,99100.0,12,576,12,2,105000.0,34300.0,0.327,1,3700.0,1,0,Personal,182000.0,60,14.61,4293.0,1,1,0.197,0.374,0.223,0.4,16307.0,1.521,0.237,2,0.84,4.33,0.663,4.5,1,1,0
27,Male,Tier-1,Widowed,0,Bachelor's,Salaried - Private,6,Large Domestic Co.,2,38500.0,10000.0,28500.0,0.02,241300.0,50800.0,4,581,4,3,173000.0,73000.0,0.422,2,6100.0,0,0,Education,209000.0,36,12.47,6989.0,1,1,0.34,0.452,0.397,0.26,15411.0,1.155,0.377,0,0.693,3.0,0.416,5.4,1,1,0
25,Female,Tier-3,Single,0,Master's,Unemployed/Student,0,Not Employed,0,8000.0,1900.0,6100.0,0.748,0.0,0.0,5,464,4,0,0.0,0.0,0.0,0,0.0,2,7,Business Expansion,104000.0,84,16.05,2069.0,0,0,0.259,1.083,0.259,0.238,4031.0,0.0,0.13,11,0.189,0.0,0.416,13.0,0,0,0
44,Male,Tier-1,Married,0,Diploma,Salaried - Private,22,Large Domestic Co.,3,42500.0,18000.0,24500.0,0.093,782900.0,189800.0,23,678,22,5,152000.0,45400.0,0.299,1,2100.0,0,1,Gold/Consumer Durable,133000.0,24,14.96,6446.0,0,0,0.201,0.261,0.233,0.424,15954.0,5.886,0.23,1,0.944,7.33,0.81,3.1,0,0,0
36,Female,Tier-3,Divorced,0,Diploma,Salaried - Government,16,Government,5,14700.0,4700.0,10000.0,0.02,139700.0,49600.0,14,611,14,4,245000.0,84800.0,0.346,1,1200.0,1,1,Vehicle,163000.0,36,10.92,5330.0,1,1,0.444,0.924,0.617,0.32,3470.0,0.857,0.366,3,0.893,3.2,0.7,11.1,1,1,0
26,Male,Tier-3,Single,0,Bachelor's,Salaried - Government,4,Government,2,24500.0,9000.0,15500.0,0.13,102200.0,38700.0,3,544,2,0,0.0,0.0,0.0,3,4600.0,2,3,Home,1335000.0,180,10.55,14798.0,1,0,0.792,4.541,0.792,0.367,-3898.0,0.077,0.516,7,0.594,2.0,0.284,54.5,1,0,1
45,Male,Tier-2,Single,1,High School,Gig/Freelance,23,Startup,5,13300.0,4600.0,8700.0,0.621,290100.0,139700.0,21,628,19,2,146000.0,78900.0,0.54,1,1200.0,1,0,Education,137000.0,84,12.15,2429.0,1,0,0.273,0.858,0.451,0.346,5071.0,2.118,0.338,2,0.627,4.6,0.774,10.3,1,0,0
34,Male,Tier-3,Divorced,0,Bachelor's,Unemployed/Student,0,Not Employed,1,8000.0,3500.0,4500.0,0.881,0.0,0.0,10,506,8,0,0.0,0.0,0.0,0,0.0,0,0,Gold/Consumer Durable,20000.0,18,16.07,1258.0,1,0,0.157,0.208,0.157,0.438,3242.0,0.0,0.078,0,0.146,0.0,0.568,2.5,1,0,0
36,Female,Tier-1,Married,2,Bachelor's,Salaried - PSU,12,Large Domestic Co.,3,44800.0,18900.0,25900.0,0.071,378200.0,40900.0,12,680,12,0,0.0,0.0,0.0,1,2800.0,1,4,Personal,229000.0,36,13.97,7823.0,1,0,0.237,0.426,0.237,0.422,15277.0,1.652,0.158,6,0.797,4.0,0.663,5.1,1,0,0
34,Female,Tier-3,Married,3,Bachelor's,Salaried - Private,15,Startup,3,43500.0,21200.0,22300.0,0.126,314200.0,136200.0,12,647,12,2,85000.0,39500.0,0.465,0,0.0,0,0,Home,2430000.0,300,10.35,22684.0,1,1,0.521,4.655,0.549,0.487,-384.0,0.129,0.4,0,0.802,5.0,0.663,55.9,1,1,0
52,Male,Tier-2,Single,0,Bachelor's,Self-Employed - Business,32,Self-Employed,8,60800.0,19200.0,41600.0,0.476,1587000.0,539100.0,28,614,27,1,63000.0,33800.0,0.537,3,10500.0,0,0,Business Expansion,560000.0,24,13.45,26742.0,0,1,0.613,0.768,0.629,0.316,4358.0,2.834,0.588,0,0.714,4.0,0.861,9.2,0,1,0
41,Male,Tier-2,Single,0,Bachelor's,Gig/Freelance,17,SME,2,18200.0,7800.0,10400.0,0.526,80200.0,28600.0,19,612,19,2,126000.0,82000.0,0.651,4,7300.0,1,1,Home,968000.0,120,9.94,12760.0,1,1,1.102,4.432,1.237,0.429,-9660.0,0.083,0.906,3,0.639,8.5,0.774,53.2,1,1,1
44,Female,Tier-2,Married,0,PhD/Professional,Salaried - Private,23,MNC,7,63400.0,15400.0,48000.0,0.228,1562600.0,534800.0,23,695,22,1,64000.0,24400.0,0.381,2,12200.0,1,0,Education,363000.0,60,11.53,7989.0,0,0,0.318,0.477,0.33,0.243,27811.0,4.305,0.353,2,0.863,3.29,0.81,5.7,0,0,0
43,Female,Tier-1,Widowed,1,Bachelor's,Salaried - Private,21,Startup,6,59200.0,18900.0,40300.0,0.222,1233300.0,494100.0,20,707,20,2,107000.0,43800.0,0.409,1,2500.0,0,0,Home,2670000.0,300,8.99,22388.0,1,1,0.42,3.758,0.443,0.319,15412.0,0.462,0.373,0,0.867,3.5,0.786,45.1,1,1,0
51,Male,Tier-2,Divorced,0,Bachelor's,Self-Employed - Professional,28,Self-Employed,7,60100.0,14800.0,45300.0,0.436,2403500.0,745400.0,28,649,27,4,130000.0,57700.0,0.444,1,5500.0,1,3,Business Expansion,529000.0,84,13.25,9696.0,0,1,0.253,0.733,0.282,0.246,30104.0,4.543,0.3,5,0.738,4.0,0.861,8.8,0,1,0
65,Female,Tier-3,Divorced,0,PhD/Professional,Salaried - PSU,40,Startup,12,55600.0,16400.0,39200.0,0.114,1687500.0,786500.0,45,680,44,5,187000.0,52600.0,0.281,1,3800.0,0,0,Home,1717000.0,300,9.22,14669.0,1,0,0.332,2.573,0.361,0.295,20731.0,0.983,0.29,0,0.932,3.33,0.983,30.9,1,0,0
36,Female,Tier-2,Single,0,Diploma,Unemployed/Student,0,Not Employed,1,8000.0,3800.0,4200.0,0.752,0.0,0.0,14,464,14,2,79000.0,46200.0,0.585,1,800.0,1,1,Education,45000.0,120,13.2,677.0,1,1,0.185,0.469,0.358,0.475,2723.0,0.0,0.308,3,0.254,0.0,0.7,5.6,1,1,1
57,Male,Tier-2,Divorced,1,Bachelor's,Salaried - Government,36,Government,10,33600.0,11600.0,22000.0,0.031,1083300.0,319600.0,38,686,36,2,123000.0,50300.0,0.409,1,1500.0,0,0,Home,1336000.0,120,9.44,17244.0,1,0,0.558,3.313,0.603,0.345,3256.0,0.811,0.442,0,0.981,3.6,0.933,39.8,1,0,0
27,Male,Tier-2,Married,3,Bachelor's,Salaried - Government,5,Government,1,23300.0,11200.0,12100.0,0.02,66300.0,2800.0,4,579,2,1,48000.0,20700.0,0.431,0,0.0,0,1,Business Expansion,220000.0,24,14.1,10573.0,0,0,0.454,0.787,0.48,0.481,1527.0,0.301,0.356,1,0.68,5.0,0.284,9.4,0,0,0
46,Male,Tier-3,Married,0,Bachelor's,Salaried - Private,26,Startup,6,46700.0,25000.0,21700.0,0.22,598600.0,171400.0,24,661,23,1,61000.0,23500.0,0.385,2,6200.0,1,0,Vehicle,471000.0,60,10.34,10086.0,1,1,0.349,0.84,0.364,0.535,5414.0,1.271,0.37,2,0.868,4.33,0.821,10.1,1,1,0
44,Male,Tier-2,Married,6,Bachelor's,Salaried - Private,19,MNC,5,47100.0,27400.0,19700.0,0.196,525200.0,115500.0,20,661,19,2,94000.0,43800.0,0.466,1,2500.0,1,0,Vehicle,410000.0,84,10.78,6973.0,1,1,0.201,0.725,0.229,0.582,10227.0,1.281,0.28,2,0.87,3.8,0.774,8.7,1,1,0
54,Female,Tier-1,Widowed,0,Diploma,Gig/Freelance,33,Not Applicable,7,22700.0,6100.0,16600.0,0.622,686700.0,96900.0,29,656,29,4,331000.0,168100.0,0.508,2,1800.0,2,3,Business Expansion,339000.0,84,13.99,6351.0,1,0,0.359,1.244,0.581,0.269,8449.0,2.026,0.412,7,0.627,4.71,0.879,14.9,1,0,0
60,Male,Tier-2,Married,1,Bachelor's,Unemployed/Student,0,Not Employed,1,8000.0,2300.0,5700.0,0.732,0.0,0.0,38,497,38,3,116000.0,71400.0,0.616,0,0.0,1,1,Education,68000.0,60,12.83,1541.0,1,1,0.193,0.708,0.46,0.288,4159.0,0.0,0.281,3,0.311,0.0,0.946,8.5,1,1,0
41,Male,Tier-1,Married,1,Master's,Salaried - PSU,18,SME,6,113500.0,48100.0,65400.0,0.111,1152100.0,576800.0,22,629,21,2,52000.0,18500.0,0.356,0,0.0,1,0,Home,5183000.0,120,10.0,68494.0,1,1,0.603,3.805,0.608,0.424,-3094.0,0.222,0.408,2,0.908,3.0,0.798,45.7,1,1,0
65,Male,Tier-2,Married,1,Master's,Gig/Freelance,40,Startup,10,35800.0,12500.0,23300.0,0.676,938100.0,178600.0,41,548,41,8,413000.0,189800.0,0.46,1,3200.0,0,2,Personal,160000.0,36,14.36,5496.0,1,0,0.243,0.372,0.402,0.349,14604.0,5.863,0.3,2,0.594,4.0,0.966,4.5,1,0,0
51,Female,Tier-3,Married,1,Bachelor's,Salaried - Private,27,Startup,5,30400.0,16500.0,13900.0,0.076,809800.0,337600.0,30,637,30,4,294000.0,98700.0,0.336,2,3600.0,0,1,Education,208000.0,120,11.09,2876.0,1,0,0.213,0.57,0.31,0.543,7424.0,3.893,0.287,1,0.954,5.4,0.887,6.8,1,0,0
32,Male,Tier-1,Married,1,Bachelor's,Gig/Freelance,11,Startup,2,60400.0,29800.0,30600.0,0.662,290300.0,45600.0,10,601,10,3,65000.0,33200.0,0.511,1,3400.0,1,2,Business Expansion,490000.0,60,13.64,11310.0,0,0,0.244,0.676,0.26,0.493,15890.0,0.592,0.315,4,0.415,5.5,0.619,8.1,0,0,0
40,Male,Tier-1,Married,3,High School,Salaried - Private,17,SME,6,24000.0,12600.0,11400.0,0.19,134300.0,66100.0,18,689,17,3,185000.0,79400.0,0.429,2,4400.0,0,0,Personal,92000.0,12,13.45,8237.0,0,0,0.527,0.319,0.626,0.525,-1237.0,1.46,0.472,0,0.834,2.83,0.747,3.8,0,0,0
36,Male,Tier-1,Married,0,Bachelor's,Salaried - Private,16,MNC,2,69000.0,17900.0,51100.0,0.031,1283300.0,668400.0,13,724,12,3,132000.0,42400.0,0.321,1,2200.0,0,1,Home,3624000.0,300,8.83,29992.0,1,0,0.467,4.377,0.485,0.259,18908.0,0.354,0.37,1,0.879,8.0,0.663,52.5,1,0,0
40,Female,Tier-3,Single,0,Master's,Salaried - Private,21,Large Domestic Co.,7,56200.0,32300.0,23900.0,0.112,395100.0,124500.0,16,681,14,1,52000.0,18100.0,0.348,1,3600.0,0,1,Vehicle,403000.0,48,10.09,10239.0,1,0,0.246,0.598,0.256,0.575,10061.0,0.98,0.267,1,0.903,3.0,0.7,7.2,1,0,0
36,Female,Tier-1,Widowed,0,Bachelor's,Salaried - Private,16,Large Domestic Co.,3,41700.0,15500.0,26200.0,0.061,632700.0,140300.0,15,645,13,2,163000.0,69300.0,0.425,1,3600.0,0,2,Business Expansion,618000.0,36,14.06,21140.0,1,0,0.593,1.235,0.643,0.372,1460.0,1.024,0.464,2,0.876,5.33,0.682,14.8,1,0,0
32,Male,Tier-2,Married,0,Bachelor's,Salaried - Private,13,SME,4,44600.0,12800.0,31800.0,0.084,578500.0,107100.0,10,569,10,3,143000.0,74600.0,0.522,1,3700.0,1,0,Gold/Consumer Durable,113000.0,24,15.66,5514.0,0,0,0.207,0.211,0.257,0.287,22586.0,5.119,0.3,2,0.787,3.25,0.619,2.5,0,0,0
46,Male,Tier-1,Married,5,PhD/Professional,Self-Employed - Business,26,Self-Employed,9,163300.0,103500.0,59800.0,0.501,1724800.0,414500.0,25,601,25,2,87000.0,51600.0,0.593,4,34400.0,0,1,Vehicle,1234000.0,84,10.62,20883.0,1,0,0.339,0.63,0.348,0.634,4517.0,1.398,0.507,1,0.699,2.89,0.842,7.6,1,0,0
47,Female,Tier-2,Single,0,Bachelor's,Salaried - PSU,29,MNC,6,30500.0,9500.0,21000.0,0.02,897600.0,48900.0,26,621,25,3,228000.0,68000.0,0.298,1,2100.0,0,0,Home,1194000.0,120,9.31,15326.0,1,1,0.571,3.262,0.638,0.311,3574.0,0.752,0.415,0,0.988,4.83,0.842,39.1,1,1,0
36,Female,Tier-2,Married,2,Bachelor's,Salaried - Private,18,SME,5,53100.0,19800.0,33300.0,0.02,752600.0,0.0,15,567,13,4,139000.0,73800.0,0.531,2,9400.0,2,2,Home,2014000.0,240,10.53,20148.0,1,0,0.556,3.161,0.598,0.373,3752.0,0.374,0.517,6,0.926,3.6,0.682,37.9,1,0,0
62,Male,Tier-2,Married,0,High School,Salaried - Private,40,Large Domestic Co.,10,23600.0,6900.0,16700.0,0.189,404800.0,31100.0,42,774,40,1,73000.0,24600.0,0.337,1,1100.0,0,0,Vehicle,130000.0,84,9.45,2121.0,1,1,0.136,0.459,0.168,0.292,13479.0,3.114,0.209,0,0.887,4.0,0.959,5.5,1,1,0
45,Male,Tier-3,Married,5,Bachelor's,Salaried - Private,23,SME,6,37500.0,17300.0,20200.0,0.049,767200.0,345300.0,23,716,23,4,316000.0,54000.0,0.171,3,11100.0,0,2,Home,1008000.0,180,8.46,9903.0,1,1,0.56,2.24,0.603,0.461,-803.0,0.761,0.451,2,0.971,3.83,0.821,26.9,1,1,0
24,Male,Tier-3,Single,0,Master's,Salaried - Government,0,Government,1,18900.0,5700.0,13200.0,0.113,0.0,0.0,3,511,3,2,113000.0,55900.0,0.495,0,0.0,0,0,Personal,83000.0,12,14.71,7480.0,0,1,0.396,0.366,0.484,0.302,5720.0,0.0,0.347,0,0.555,0.0,0.358,4.4,0,1,1
65,Male,Tier-1,Married,1,Diploma,Gig/Freelance,40,Startup,11,25600.0,11400.0,14200.0,0.541,242300.0,67000.0,44,515,43,2,36000.0,19000.0,0.528,4,9300.0,1,3,Vehicle,223000.0,84,12.15,3954.0,1,1,0.518,0.726,0.54,0.445,946.0,1.087,0.577,5,0.675,3.64,0.978,8.7,1,1,0
36,Female,Tier-1,Married,0,Diploma,Salaried - Government,18,Government,4,33600.0,9200.0,24400.0,0.058,520600.0,34300.0,16,729,15,2,157000.0,48400.0,0.308,1,3000.0,0,0,Business Expansion,355000.0,60,12.3,7951.0,1,1,0.326,0.88,0.369,0.274,13449.0,1.466,0.295,0,0.91,4.5,0.716,10.6,1,1,0
30,Male,Tier-3,Single,0,Bachelor's,Gig/Freelance,10,SME,3,11900.0,3500.0,8400.0,0.562,72100.0,1000.0,11,559,9,3,150000.0,81700.0,0.545,2,1400.0,0,1,Personal,52000.0,60,14.01,1210.0,1,1,0.219,0.364,0.425,0.294,5790.0,1.387,0.353,1,0.47,3.33,0.595,4.4,1,1,0
38,Male,Tier-1,Widowed,0,Bachelor's,Unemployed/Student,0,Not Employed,0,8000.0,3000.0,5000.0,0.655,0.0,0.0,18,456,17,2,58000.0,38000.0,0.655,0,0.0,0,1,Personal,21000.0,24,15.76,1026.0,1,0,0.128,0.219,0.271,0.375,3974.0,0.0,0.26,1,0.342,0.0,0.747,2.6,1,0,0
43,Female,Tier-1,Married,1,Master's,Salaried - PSU,21,Large Domestic Co.,3,37700.0,14400.0,23300.0,0.117,691100.0,273600.0,19,733,17,2,126000.0,31900.0,0.253,1,1500.0,0,0,Home,1185000.0,300,8.49,9534.0,1,1,0.293,2.619,0.318,0.382,12266.0,0.583,0.262,0,0.922,7.0,0.747,31.4,1,1,0
33,Male,Tier-1,Married,3,High School,Self-Employed - Business,13,Self-Employed,2,41300.0,25100.0,16200.0,0.348,106700.0,33700.0,12,571,11,2,109000.0,38900.0,0.357,3,6100.0,1,1,Personal,164000.0,60,14.81,3885.0,1,0,0.242,0.331,0.27,0.608,6215.0,0.651,0.348,3,0.644,6.5,0.642,4.0,1,0,0
26,Male,Tier-1,Single,0,Master's,Self-Employed - Business,4,Self-Employed,0,49200.0,14400.0,34800.0,0.367,235700.0,139800.0,7,620,6,1,26000.0,13700.0,0.527,1,4600.0,0,0,Business Expansion,365000.0,36,13.58,12401.0,1,1,0.346,0.618,0.354,0.293,17799.0,0.646,0.371,0,0.482,4.0,0.503,7.4,1,1,0
30,Male,Tier-3,Married,2,Bachelor's,Salaried - Private,6,Large Domestic Co.,1,24700.0,13600.0,11100.0,0.153,89300.0,10900.0,6,637,4,4,296000.0,117400.0,0.397,0,0.0,0,1,Personal,86000.0,24,13.38,4104.0,1,1,0.166,0.29,0.309,0.551,6996.0,1.038,0.202,1,0.628,6.0,0.416,3.5,1,1,0
56,Male,Tier-2,Married,4,Bachelor's,Salaried - PSU,34,Large Domestic Co.,7,43700.0,24300.0,19400.0,0.042,922600.0,272300.0,35,733,35,3,128000.0,56900.0,0.445,1,3800.0,1,0,Home,1731000.0,300,9.02,14550.0,1,0,0.42,3.301,0.459,0.556,1050.0,0.533,0.384,2,0.975,4.86,0.926,39.6,1,0,0
28,Female,Tier-1,Married,0,Bachelor's,Gig/Freelance,5,Not Applicable,0,38400.0,11700.0,26700.0,0.595,63600.0,10100.0,6,548,6,3,214000.0,104500.0,0.488,0,0.0,2,2,Business Expansion,276000.0,84,14.21,5204.0,0,0,0.136,0.599,0.217,0.305,21496.0,0.23,0.214,6,0.35,5.0,0.503,7.2,0,0,0
41,Male,Tier-1,Married,2,Master's,Salaried - Private,16,MNC,4,79900.0,36100.0,43800.0,0.081,962600.0,389200.0,20,657,19,3,147000.0,51900.0,0.353,0,0.0,1,1,Home,2100000.0,300,9.35,18129.0,1,1,0.227,2.19,0.246,0.452,25671.0,0.458,0.219,3,0.901,4.0,0.774,26.3,1,1,0
34,Male,Tier-1,Married,2,Master's,Salaried - PSU,16,Startup,4,80500.0,20300.0,60200.0,0.027,1076500.0,356900.0,10,596,9,1,24000.0,10000.0,0.417,1,4900.0,0,3,Gold/Consumer Durable,242000.0,24,15.1,11745.0,1,0,0.207,0.251,0.21,0.252,43555.0,4.448,0.269,3,0.859,4.0,0.595,3.0,1,0,1
27,Male,Tier-2,Married,3,Diploma,Salaried - Private,6,MNC,1,32000.0,12500.0,19500.0,0.147,119400.0,56000.0,2,602,2,2,66000.0,31800.0,0.482,0,0.0,0,1,Vehicle,256000.0,36,11.1,8393.0,1,1,0.262,0.667,0.292,0.391,11107.0,0.466,0.276,1,0.602,6.0,0.284,8.0,1,1,0
43,Male,Tier-2,Married,2,Bachelor's,Salaried - Private,23,MNC,7,39800.0,10400.0,29400.0,0.246,648700.0,5300.0,22,750,22,3,159000.0,57600.0,0.362,1,1800.0,1,0,Vehicle,422000.0,48,8.87,10475.0,1,1,0.308,0.884,0.352,0.261,17125.0,1.537,0.303,2,0.852,3.29,0.81,10.6,1,1,0
28,Female,Tier-2,Single,0,Bachelor's,Salaried - Private,8,Large Domestic Co.,1,33400.0,8100.0,25300.0,0.21,309200.0,39600.0,6,632,5,4,122000.0,36900.0,0.302,0,0.0,1,0,Gold/Consumer Durable,51000.0,24,14.83,2469.0,0,0,0.074,0.127,0.107,0.243,22831.0,6.063,0.128,2,0.619,8.0,0.463,1.5,0,0,0
44,Male,Tier-1,Single,1,Bachelor's,Salaried - Private,23,SME,3,62500.0,27300.0,35200.0,0.136,507600.0,272900.0,23,646,22,2,116000.0,35400.0,0.305,2,7900.0,0,1,Personal,360000.0,36,14.17,12334.0,1,0,0.324,0.48,0.341,0.437,14966.0,1.41,0.334,1,0.918,7.67,0.81,5.8,1,0,0
33,Female,Tier-1,Widowed,4,Diploma,Self-Employed - Business,12,Self-Employed,2,41800.0,27600.0,14200.0,0.482,159400.0,2500.0,8,588,6,2,143000.0,67700.0,0.473,0,0.0,0,1,Education,290000.0,60,11.91,6438.0,0,0,0.154,0.578,0.203,0.66,7762.0,0.55,0.219,1,0.521,6.0,0.503,6.9,0,0,0
28,Male,Tier-2,Married,0,Bachelor's,Self-Employed - Professional,10,Self-Employed,3,59100.0,16600.0,42500.0,0.365,419500.0,66100.0,4,646,4,4,226000.0,73900.0,0.327,2,4100.0,0,3,Education,510000.0,84,11.99,9000.0,0,0,0.222,0.719,0.259,0.281,29400.0,0.823,0.289,3,0.536,3.33,0.416,8.6,0,0,0
33,Male,Tier-1,Married,1,Master's,Salaried - Private,14,SME,3,58300.0,27500.0,30800.0,0.222,644000.0,265300.0,11,666,9,3,150000.0,76200.0,0.508,2,6000.0,0,1,Gold/Consumer Durable,101000.0,12,14.62,9098.0,1,0,0.259,0.144,0.298,0.472,15702.0,6.376,0.362,1,0.724,4.67,0.595,1.7,1,0,0
42,Male,Tier-2,Married,2,Master's,Unemployed/Student,0,Not Employed,1,8000.0,2200.0,5800.0,0.664,0.0,0.0,19,611,19,0,0.0,0.0,0.0,0,0.0,0,1,Gold/Consumer Durable,20000.0,6,15.82,3489.0,1,1,0.436,0.208,0.436,0.275,2311.0,0.0,0.218,1,0.344,0.0,0.774,2.5,1,1,0
25,Male,Tier-2,Married,1,Master's,Salaried - Private,6,Large Domestic Co.,0,44600.0,15700.0,28900.0,0.245,214500.0,83800.0,2,653,2,2,150000.0,72000.0,0.48,0,0.0,0,1,Vehicle,342000.0,60,10.46,7344.0,1,0,0.165,0.639,0.213,0.352,21556.0,0.627,0.226,1,0.543,6.0,0.284,7.7,1,0,0
33,Male,Tier-3,Married,3,Bachelor's,Self-Employed - Business,12,Self-Employed,1,28900.0,12200.0,16700.0,0.399,244700.0,92000.0,10,616,9,6,482000.0,167900.0,0.348,1,1900.0,0,0,Vehicle,297000.0,84,11.72,5198.0,1,1,0.246,0.856,0.42,0.422,9602.0,0.824,0.267,0,0.586,12.0,0.595,10.3,1,1,0
28,Male,Tier-2,Married,0,Bachelor's,Self-Employed - Business,8,Self-Employed,1,28400.0,14000.0,14400.0,0.496,169300.0,6700.0,5,613,3,3,159000.0,89800.0,0.565,0,0.0,0,1,Home,928000.0,180,9.4,9634.0,1,1,0.339,2.723,0.434,0.493,4766.0,0.182,0.339,1,0.44,8.0,0.358,32.7,1,1,0
35,Male,Tier-2,Married,0,Bachelor's,Salaried - Private,12,Large Domestic Co.,2,42600.0,10400.0,32200.0,0.103,315600.0,15000.0,15,685,14,1,74000.0,27700.0,0.374,2,3100.0,0,1,Home,1205000.0,120,9.06,15304.0,1,0,0.432,2.357,0.452,0.244,13796.0,0.262,0.408,1,0.801,6.0,0.7,28.3,1,0,0
31,Female,Tier-2,Married,1,Diploma,Gig/Freelance,9,Not Applicable,1,16200.0,9000.0,7200.0,0.603,45600.0,20500.0,10,640,9,1,62000.0,32900.0,0.531,1,900.0,0,1,Business Expansion,218000.0,84,14.17,4106.0,1,0,0.309,1.121,0.37,0.556,2194.0,0.209,0.354,1,0.426,9.0,0.595,13.5,1,0,0
37,Male,Tier-1,Married,3,High School,Salaried - Private,16,MNC,3,28500.0,14800.0,13700.0,0.21,264000.0,156700.0,18,581,18,3,190000.0,87700.0,0.462,1,2800.0,1,2,Vehicle,235000.0,36,11.11,7706.0,1,1,0.369,0.687,0.461,0.519,3194.0,1.123,0.363,4,0.809,5.33,0.761,8.2,1,1,0
